,IsWinner,ProductId,TimeOfOfferChange,ConditionNotes,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours,ShipsFromCountry,ShipsFromState
7414,0,1963943867754870677,2016-02-04T04:56:23.497Z,"GST/HST Only, No PST. Part Mummber: RBC35-SLA35-BTI",1,0,49.04,95,4385,-2572277640783537773,14.6,24,48,CA,ON
7415,0,1963943867754870677,2016-02-04T04:56:23.497Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,61.93,98,105,-4763225123075092614,14.99,24,48,CA,QC
7417,0,1963943867754870677,2016-02-04T04:56:23.497Z,nan,1,0,79.72,96,1790,1788801474825896666,9.98,96,120,US,NY
7418,0,1963943867754870677,2016-02-04T04:56:23.497Z,nan,1,0,81.15,96,1790,1788801474825896666,9.98,96,120,US,NY
7422,0,1963943867754870677,2016-02-04T04:56:23.497Z,Duty free - Ships from USA,1,0,142.96,98,1446,1163115142515862290,0.0,24,48,US,CA
7424,1,5366574861469729231,2016-02-04T04:56:43.031Z,nan,1,0,57.67,94,337,8586667904697145788,0.0,96,120,CA,BC
7425,0,5366574861469729231,2016-02-04T04:56:43.031Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,67.31,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7426,0,5366574861469729231,2016-02-04T04:56:43.031Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,67.8,96,35270,6791568714796518563,0.0,96,120,CA,QC
7427,0,5366574861469729231,2016-02-04T04:56:43.031Z,Manufacturer Part Number: RB1290,1,0,56.08,95,4385,-2572277640783537773,17.17,24,48,CA,ON
7428,0,5366574861469729231,2016-02-04T04:56:43.031Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,59.24,95,338,2760162070632027753,14.99,24,48,CA,QC
7429,0,5366574861469729231,2016-02-04T04:56:43.031Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,68.81,98,105,-4763225123075092614,14.99,24,48,CA,QC
7431,0,5366574861469729231,2016-02-04T04:56:43.031Z,nan,1,0,51.86,93,2521,-5016003493506265192,54.1,24,48,US,VA
7432,0,5366574861469729231,2016-02-04T04:56:43.031Z,nan,1,0,126.83,96,1790,1788801474825896666,9.98,96,120,US,NY
7433,0,5366574861469729231,2016-02-04T04:56:43.031Z,Duty free - Ships from USA,1,0,166.08,98,1446,1163115142515862290,0.0,24,48,US,CA
7437,0,-4662551125511571603,2016-02-04T04:58:06.906Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,84.36,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7438,1,-4662551125511571603,2016-02-04T04:58:06.906Z,nan,1,0,78.78,95,10182,7102261811958052132,5.68,96,120,CA,BC
7440,0,-4662551125511571603,2016-02-04T04:58:06.906Z,nan,0,0,74.99,93,3182,7600946845041350706,13.0,24,48,CA,ON
7441,0,-4662551125511571603,2016-02-04T04:58:06.906Z,Part Number: H81M-E,1,0,78.01,95,4385,-2572277640783537773,12.38,24,48,CA,ON
7444,0,-4662551125511571603,2016-02-04T04:58:06.906Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,88.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
7445,0,-4662551125511571603,2016-02-04T04:58:06.906Z,nan,0,0,91.53,67,9,1929046423112965216,6.98,24,48,CA,AB
7448,0,-4662551125511571603,2016-02-04T04:58:06.906Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,99.61,100,4601,5657218934756058127,0.0,24,48,CA,ON
7449,0,-4662551125511571603,2016-02-04T04:58:06.906Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,100.76,96,35270,6791568714796518563,0.0,96,120,CA,QC
7453,0,-4662551125511571603,2016-02-04T04:58:06.906Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,96.08,96,7090,-373508113925093038,9.95,24,48,CA,ON
7454,0,-4662551125511571603,2016-02-04T04:58:06.906Z,nan,1,0,99.3,96,1790,1788801474825896666,9.98,96,120,US,NY
7455,0,-4662551125511571603,2016-02-04T04:58:06.906Z,Can not ship order to PO boxes or remote areas. H81M-E,1,0,96.01,100,384,4987276067789979672,14.4,24,48,CA,ON
7456,0,-4662551125511571603,2016-02-04T04:58:06.906Z,nan,1,0,104.86,96,1790,1788801474825896666,9.98,96,120,US,NY
7457,1,1665183201284098036,2016-02-04T04:56:43.120Z,"GST/HST Only, No PST.",1,0,52.91,95,4385,-2572277640783537773,11.4,24,48,CA,ON
7458,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,1,0,64.31,94,178,-8070122054366980138,0.0,24,48,US,NV
7459,0,1665183201284098036,2016-02-04T04:56:43.120Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,58.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
7460,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,1,0,64.17,95,10182,7102261811958052132,5.19,96,120,CA,BC
7461,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,0,0,59.99,93,3182,7600946845041350706,10.0,24,48,CA,ON
7463,0,1665183201284098036,2016-02-04T04:56:43.120Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,75.79,100,4601,5657218934756058127,0.0,24,48,CA,ON
7464,0,1665183201284098036,2016-02-04T04:56:43.120Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,68.97,95,4078,-1789487307643024748,8.29,48,72,CA,ON
7465,0,1665183201284098036,2016-02-04T04:56:43.120Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,77.34,96,35270,6791568714796518563,0.0,96,120,CA,QC
7466,0,1665183201284098036,2016-02-04T04:56:43.120Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,67.42,96,7090,-373508113925093038,9.95,24,48,CA,ON
7467,0,1665183201284098036,2016-02-04T04:56:43.120Z,Can not ship order to PO boxes or remote areas. PCE-N53,1,0,64.4,100,384,4987276067789979672,13.41,24,48,CA,ON
7468,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,1,0,75.91,96,1790,1788801474825896666,9.98,96,120,US,NY
7472,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,1,0,77.35,96,1790,1788801474825896666,9.98,96,120,US,NY
7473,0,1665183201284098036,2016-02-04T04:56:43.120Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,72.7,95,338,2760162070632027753,14.99,24,48,CA,QC
7474,0,1665183201284098036,2016-02-04T04:56:43.120Z,nan,1,0,66.35,93,2521,-5016003493506265192,22.19,24,48,US,VA
7477,0,8317663354384191532,2016-02-04T04:56:28.642Z,"GST/HST Only, No PST. Part Mummber: 381-04125",0,0,573.22,95,4385,-2572277640783537773,11.13,24,48,CA,ON
7479,0,8317663354384191532,2016-02-04T04:56:28.642Z,nan,1,0,659.36,93,2521,-5016003493506265192,20.7,24,48,US,VA
7480,0,8317663354384191532,2016-02-04T04:56:28.642Z,nan,0,0,671.18,96,1790,1788801474825896666,9.98,96,120,US,NY
7481,0,8317663354384191532,2016-02-04T04:56:28.642Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",0,0,728.39,96,35270,6791568714796518563,0.0,96,120,CA,QC
7482,0,8317663354384191532,2016-02-04T04:56:28.642Z,nan,0,0,725.57,100,1,-1797980596848323780,10.0,24,48,CA,ON
7485,0,8317663354384191532,2016-02-04T04:56:28.642Z,nan,0,0,725.35,97,4513,622743086816758000,80.95,144,240,US,NJ
7489,1,660360078006641609,2016-02-04T04:56:28.744Z,nan,1,0,33.95,91,858,5958646437136754007,0.0,24,48,CA,ON
7490,0,660360078006641609,2016-02-04T04:56:28.744Z,.,1,0,35.88,98,478,5452082314297826053,6.99,24,48,CA,ON
7492,0,660360078006641609,2016-02-04T04:56:28.744Z,nan,1,0,37.81,95,2283,8118683026995803963,8.57,144,240,CA,BC
7493,0,660360078006641609,2016-02-04T04:56:28.744Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,47.58,96,35270,6791568714796518563,0.0,96,120,CA,QC
7495,0,660360078006641609,2016-02-04T04:56:28.744Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,50.02,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7496,0,660360078006641609,2016-02-04T04:56:28.744Z,"GST/HST Only, No PST. Part Number: CS22U",1,0,38.48,95,4385,-2572277640783537773,11.75,24,48,CA,ON
7498,0,660360078006641609,2016-02-04T04:56:28.744Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,40.4,95,338,2760162070632027753,14.99,24,48,CA,QC
7500,0,660360078006641609,2016-02-04T04:56:28.744Z,nan,1,0,50.8,96,1790,1788801474825896666,9.98,96,120,US,NY
7501,0,660360078006641609,2016-02-04T04:56:28.744Z,nan,1,0,51.24,96,1790,1788801474825896666,9.98,96,120,US,NY
7502,0,660360078006641609,2016-02-04T04:56:28.744Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,46.92,98,105,-4763225123075092614,14.99,24,48,CA,QC
7503,0,660360078006641609,2016-02-04T04:56:28.744Z,nan,1,0,38.5,93,2521,-5016003493506265192,24.14,24,48,US,VA
7507,0,660360078006641609,2016-02-04T04:56:28.744Z,Dispatched From USA.,1,0,82.44,96,184,-5514312832713552000,40.24,96,120,US,NY
7509,1,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,184.82,93,629,8715827136220149312,5.76,72,96,US,NY
7510,0,4655989147457794292,2016-02-04T04:56:50.381Z,.,1,0,186.59,98,478,5452082314297826053,6.99,24,48,CA,ON
7511,0,4655989147457794292,2016-02-04T04:56:50.381Z,Part Number: Q87M-E/CSM,1,0,183.26,95,4385,-2572277640783537773,12.9,24,48,CA,ON
7512,0,4655989147457794292,2016-02-04T04:56:50.381Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,202.99,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7513,0,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,201.49,95,10182,7102261811958052132,5.94,96,120,CA,BC
7514,0,4655989147457794292,2016-02-04T04:56:50.381Z,Can not ship order to PO boxes or remote areas. Q87M-E/CSM,1,0,200.34,100,384,4987276067789979672,14.92,24,48,CA,ON
7515,0,4655989147457794292,2016-02-04T04:56:50.381Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,216.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
7516,0,4655989147457794292,2016-02-04T04:56:50.381Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,223.11,100,4601,5657218934756058127,0.0,24,48,CA,ON
7517,0,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,229.82,94,178,-8070122054366980138,0.0,24,48,US,NV
7518,0,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,220.25,96,1790,1788801474825896666,9.98,96,120,US,NY
7519,0,4655989147457794292,2016-02-04T04:56:50.381Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,233.59,96,35270,6791568714796518563,0.0,96,120,CA,QC
7520,0,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,223.81,96,1790,1788801474825896666,9.98,96,120,US,NY
7521,0,4655989147457794292,2016-02-04T04:56:50.381Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,223.79,96,7090,-373508113925093038,17.95,24,48,CA,ON
7523,0,4655989147457794292,2016-02-04T04:56:50.381Z,nan,1,0,215.66,93,2521,-5016003493506265192,30.52,24,48,US,VA
7525,0,4655989147457794292,2016-02-04T04:56:50.381Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,246.25,98,105,-4763225123075092614,14.99,24,48,CA,QC
7527,0,4655989147457794292,2016-02-04T04:56:50.381Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,246.77,95,338,2760162070632027753,14.99,24,48,CA,QC
7530,0,4315429783872165530,2016-02-04T04:58:29.397Z,"GST/HST Only, No PST. Part Number: CT2KIT25664BF160B",1,0,37.82,95,4385,-2572277640783537773,11.03,24,48,CA,ON
7531,0,4315429783872165530,2016-02-04T04:58:29.397Z,nan,1,0,49.34,94,178,-8070122054366980138,0.0,24,48,US,NV
7532,0,4315429783872165530,2016-02-04T04:58:29.397Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,42.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
7533,0,4315429783872165530,2016-02-04T04:58:29.397Z,nan,1,0,43.24,96,1790,1788801474825896666,9.98,96,120,US,NY
7534,0,4315429783872165530,2016-02-04T04:58:29.397Z,Can not ship order to PO boxes or remote areas. CT2KIT25664BF160B,1,0,43.65,100,384,4987276067789979672,13.04,24,48,CA,ON
7535,0,4315429783872165530,2016-02-04T04:58:29.397Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,58.63,100,4601,5657218934756058127,0.0,24,48,CA,ON
7541,0,4315429783872165530,2016-02-04T04:58:29.397Z,nan,0,0,62.99,100,4,-6577493383891713833,28.0,24,48,US,CA
7548,0,-1397181770007961688,2016-02-04T04:56:45.709Z,"GST/HST Only, No PST. Part Mummber: JU-NE0411-S1",1,0,40.05,95,4385,-2572277640783537773,11.31,24,48,CA,ON
7549,0,-1397181770007961688,2016-02-04T04:56:45.709Z,nan,0,0,45.21,98,3293,4143506568603310959,10.99,96,120,US,NY
7551,0,-1397181770007961688,2016-02-04T04:56:45.709Z,Can not ship order to PO boxes or remote areas. JU-NE0411-S1,1,0,49.45,100,384,4987276067789979672,13.32,24,48,CA,ON
7552,0,-1397181770007961688,2016-02-04T04:56:45.709Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,54.16,96,7090,-373508113925093038,9.95,24,48,CA,ON
7557,0,-1397181770007961688,2016-02-04T04:56:45.709Z,nan,1,0,59.23,96,1790,1788801474825896666,9.98,96,120,US,NY
7562,0,-1397181770007961688,2016-02-04T04:56:45.709Z,nan,1,0,71.89,97,4513,622743086816758000,23.36,144,240,US,NJ
7565,0,4308971023566641336,2016-02-04T04:58:14.953Z,nan,0,0,84.99,93,3182,7600946845041350706,10.0,144,240,CA,ON
7566,1,4308971023566641336,2016-02-04T04:58:14.953Z,nan,1,0,91.39,95,10182,7102261811958052132,5.46,96,120,CA,BC
7567,0,4308971023566641336,2016-02-04T04:58:14.953Z,"GST/HST Only, No PST. Part Mummber: PCE-AC56",1,0,86.87,95,4385,-2572277640783537773,11.94,24,48,CA,ON
7568,0,4308971023566641336,2016-02-04T04:58:14.953Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,92.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
7569,0,4308971023566641336,2016-02-04T04:58:14.953Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,105.98,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7570,0,4308971023566641336,2016-02-04T04:58:14.953Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,111.74,100,4601,5657218934756058127,0.0,24,48,CA,ON
7571,0,4308971023566641336,2016-02-04T04:58:14.953Z,Can not ship order to PO boxes or remote areas. PCE-AC56,1,0,98.99,100,384,4987276067789979672,13.95,24,48,CA,ON
7572,0,4308971023566641336,2016-02-04T04:58:14.953Z,.,1,0,107.64,98,478,5452082314297826053,6.99,24,48,CA,ON
7574,0,4308971023566641336,2016-02-04T04:58:14.953Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,105.04,96,7090,-373508113925093038,12.95,24,48,CA,ON
7575,0,4308971023566641336,2016-02-04T04:58:14.953Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,119.4,96,35270,6791568714796518563,0.0,96,120,CA,QC
7576,0,4308971023566641336,2016-02-04T04:58:14.953Z,nan,1,0,128.3,94,178,-8070122054366980138,0.0,24,48,US,NV
7579,0,4308971023566641336,2016-02-04T04:58:14.953Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,121.38,95,338,2760162070632027753,14.99,24,48,CA,QC
7580,0,4308971023566641336,2016-02-04T04:58:14.953Z,nan,1,0,113.74,93,2521,-5016003493506265192,25.18,24,48,US,VA
7581,0,4308971023566641336,2016-02-04T04:58:14.953Z,nan,1,0,133.66,96,1790,1788801474825896666,9.98,96,120,US,NY
7582,0,4308971023566641336,2016-02-04T04:58:14.953Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,129.07,98,105,-4763225123075092614,14.99,24,48,CA,QC
7586,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,127.14,95,4385,-2572277640783537773,12.75,24,48,CA,ON
7587,1,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,134.16,95,10182,7102261811958052132,5.87,96,120,CA,BC
7588,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,0,0,134.99,93,3182,7600946845041350706,13.0,24,48,CA,ON
7589,0,2546516469318572088,2016-02-04T04:58:15.634Z,.,1,0,143.53,98,478,5452082314297826053,6.99,48,72,CA,ON
7590,0,2546516469318572088,2016-02-04T04:58:15.634Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,154.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
7591,0,2546516469318572088,2016-02-04T04:58:15.634Z,Can not ship order to PO boxes or remote areas. H97M-E/CSM,1,0,140.98,100,384,4987276067789979672,14.77,24,48,CA,ON
7593,0,2546516469318572088,2016-02-04T04:58:15.634Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,159.06,100,4601,5657218934756058127,0.0,24,48,CA,ON
7594,0,2546516469318572088,2016-02-04T04:58:15.634Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,166.24,96,35270,6791568714796518563,0.0,96,120,CA,QC
7595,0,2546516469318572088,2016-02-04T04:58:15.634Z,Can not ship order to PO boxes or remote areas. H97M-E-CSM,1,0,152.95,100,384,4987276067789979672,14.77,24,48,CA,ON
7597,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,160.09,96,1790,1788801474825896666,9.98,96,120,US,NY
7598,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,170.6,94,178,-8070122054366980138,0.0,24,48,US,NV
7601,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,162.54,96,1790,1788801474825896666,9.98,96,120,US,NY
7602,0,2546516469318572088,2016-02-04T04:58:15.634Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,157.39,96,7090,-373508113925093038,17.95,24,48,CA,ON
7603,0,2546516469318572088,2016-02-04T04:58:15.634Z,nan,1,0,151.59,93,2521,-5016003493506265192,29.67,24,48,US,VA
7605,0,-6926349592210041187,2016-02-04T04:58:16.930Z,"GST/HST Only, No PST.",1,0,341.19,95,4385,-2572277640783537773,11.63,24,48,CA,ON
7606,1,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,1,0,359.74,95,10182,7102261811958052132,0.0,24,48,CA,BC
7608,0,-6926349592210041187,2016-02-04T04:58:16.930Z,Brand New Original. Ship from Canada around 2-5 Business Days,0,0,354.99,100,18,-3863024797495016193,12.58,24,48,CA,ON
7609,0,-6926349592210041187,2016-02-04T04:58:16.930Z,Can not ship order to PO boxes or remote areas. BX80646i54690K,1,0,355.1,100,384,4987276067789979672,13.64,24,48,CA,ON
7610,0,-6926349592210041187,2016-02-04T04:58:16.930Z,Fast Shipping on Part Number: BX80646I54690K! And with all purchases a portion goes toward,0,0,372.32,98,63,-2850739555357681791,0.0,24,48,CA,ON
7611,0,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,0,0,374.69,94,105,-8704029307873847986,0.0,24,48,CA,ON
7612,0,-6926349592210041187,2016-02-04T04:58:16.930Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,389.01,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7613,0,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,1,0,391.95,96,1790,1788801474825896666,9.98,96,120,US,NY
7615,0,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,1,0,396.74,96,1790,1788801474825896666,9.98,96,120,US,NY
7616,0,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,1,0,403.98,94,100,2593522159458630271,9.47,48,72,CA,BC
7622,0,-6926349592210041187,2016-02-04T04:58:16.930Z,nan,1,0,422.91,93,2521,-5016003493506265192,23.49,24,48,US,VA
7623,0,-6926349592210041187,2016-02-04T04:58:16.930Z,Intel Core i5 i5-4690K Quad-core (4 Core) 3.50 GHz Processor - Socket H3 LGA-1150Retail Pa,1,0,420.0,100,5,5151356244789619822,30.0,144,240,CA,ON
7624,0,-6926349592210041187,2016-02-04T04:58:16.930Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,450.01,96,35270,6791568714796518563,0.0,96,120,CA,QC
7625,0,-520018489255350176,2016-02-04T04:56:34.204Z,Fast Shipping on Part Number: RKBS15S2F10R! And with all purchases a portion goes toward p,0,0,88.25,98,63,-2850739555357681791,0.0,24,48,CA,ON
7626,0,-520018489255350176,2016-02-04T04:56:34.204Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,101.11,96,35270,6791568714796518563,0.0,96,120,CA,QC
7627,0,-520018489255350176,2016-02-04T04:56:34.204Z,nan,0,0,95.81,0,0,3016340757275842199,5.54,504,720,CA,ON
7628,0,-520018489255350176,2016-02-04T04:56:34.204Z,nan,0,0,70.7,98,3293,4143506568603310959,30.83,48,72,US,NY
7629,1,-520018489255350176,2016-02-04T04:56:34.204Z,Part Number: RKBS15S2F10R,1,0,86.85,95,4385,-2572277640783537773,16.04,24,48,CA,ON
7632,0,-520018489255350176,2016-02-04T04:56:34.204Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,112.89,96,7090,-373508113925093038,12.95,24,48,CA,ON
7637,0,-520018489255350176,2016-02-04T04:56:34.204Z,nan,1,0,132.18,96,1790,1788801474825896666,9.98,96,120,US,NY
7643,0,-520018489255350176,2016-02-04T04:56:34.204Z,nan,0,0,240.1,0,0,-4683571967892208150,6.98,96,120,US,FL
7646,0,620649063712995619,2016-02-04T04:56:34.875Z,nan,1,0,34.5,98,2769,-345477430706036905,0.0,48,72,US,CT
7647,0,620649063712995619,2016-02-04T04:56:34.875Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,40.39,96,35270,6791568714796518563,0.0,96,120,CA,QC
7649,0,620649063712995619,2016-02-04T04:56:34.875Z,nan,0,0,35.22,0,0,-7997839684065932742,5.54,24,48,US,TN
7653,0,620649063712995619,2016-02-04T04:56:34.875Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,43.99,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7654,0,620649063712995619,2016-02-04T04:56:34.875Z,"GST/HST Only, No PST. Part Number: LAPS-114BLK",1,0,33.22,95,4385,-2572277640783537773,11.26,24,48,CA,ON
7657,0,620649063712995619,2016-02-04T04:56:34.875Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,33.95,95,338,2760162070632027753,14.99,24,48,CA,QC
7660,0,620649063712995619,2016-02-04T04:56:34.875Z,nan,1,0,41.34,96,1790,1788801474825896666,9.98,96,120,US,NY
7662,0,620649063712995619,2016-02-04T04:56:34.875Z,Price includes duty and tax. Most orders shipped same day,0,0,53.56,98,1638,-4014565626861897564,0.0,24,48,US,NY
7663,0,620649063712995619,2016-02-04T04:56:34.875Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,39.44,98,105,-4763225123075092614,14.99,24,48,CA,QC
7665,1,24775697167724061,2016-02-04T04:58:10.526Z,"GST/HST Only, No PST. Part Mummber: PDU15SW8FNET",1,0,441.93,95,4385,-2572277640783537773,18.21,24,48,CA,ON
7666,0,24775697167724061,2016-02-04T04:58:10.526Z,Can not ship order to PO boxes or remote areas. PDU15SW8FNET,1,0,444.53,100,384,4987276067789979672,20.26,24,48,CA,ON
7667,0,24775697167724061,2016-02-04T04:58:10.526Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,467.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
7668,0,24775697167724061,2016-02-04T04:58:10.526Z,nan,1,0,468.44,94,337,8586667904697145788,0.0,96,120,CA,BC
7670,0,24775697167724061,2016-02-04T04:58:10.526Z,Fast Shipping on Part Number: PDU15SW8FNET! And with all purchases a portion goes toward p,0,0,471.22,98,63,-2850739555357681791,0.0,24,48,CA,ON
7671,0,24775697167724061,2016-02-04T04:58:10.526Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,481.97,96,35270,6791568714796518563,0.0,96,120,CA,QC
7672,0,24775697167724061,2016-02-04T04:58:10.526Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,495.06,100,4601,5657218934756058127,0.0,24,48,CA,ON
7673,0,24775697167724061,2016-02-04T04:58:10.526Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,516.37,95,4078,-1789487307643024748,0.0,48,72,CA,ON
7677,0,24775697167724061,2016-02-04T04:58:10.526Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,541.33,98,105,-4763225123075092614,14.99,24,48,CA,QC
7679,0,24775697167724061,2016-02-04T04:58:10.526Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,542.47,95,338,2760162070632027753,14.99,24,48,CA,QC
7680,0,24775697167724061,2016-02-04T04:58:10.526Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,556.29,96,7090,-373508113925093038,17.95,24,48,CA,ON
7681,0,24775697167724061,2016-02-04T04:58:10.526Z,nan,1,0,586.74,96,1790,1788801474825896666,9.98,96,120,US,NY
7686,0,-5701463121023377686,2016-02-04T05:02:50.275Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,65.88,96,35270,6791568714796518563,0.0,96,120,CA,QC
7687,0,-5701463121023377686,2016-02-04T05:02:50.275Z,nan,0,0,59.2,98,3293,4143506568603310959,13.09,24,48,US,NY
7688,0,-5701463121023377686,2016-02-04T05:02:50.275Z,Fast shipping.,1,0,65.1,95,4385,-2572277640783537773,12.12,24,48,CA,ON
7689,0,-5701463121023377686,2016-02-04T05:02:50.275Z,nan,1,0,69.39,96,1790,1788801474825896666,9.98,96,120,US,NY
7690,0,-5701463121023377686,2016-02-04T05:02:50.275Z,nan,1,0,71.94,96,1790,1788801474825896666,9.98,96,120,US,NY
7691,0,-5701463121023377686,2016-02-04T05:02:50.275Z,nan,1,0,61.99,93,2521,-5016003493506265192,26.18,24,48,US,VA
7698,0,-5701463121023377686,2016-02-04T05:02:50.275Z,nan,0,0,87.72,98,3293,4143506568603310959,13.09,48,72,US,NY
7700,0,-5701463121023377686,2016-02-04T05:02:50.275Z,Duty free - Ships from USA,1,0,134.9,98,1446,1163115142515862290,0.0,24,48,US,CA
7701,0,-5701463121023377686,2016-02-04T05:02:50.275Z,Our items ship from within Canada. You need not worry about duty.,1,0,120.61,92,51,8994525145737931518,17.12,144,240,CA,ON
7704,0,5389498599085367559,2016-02-04T04:57:10.320Z,nan,0,0,42.99,93,3182,7600946845041350706,10.0,144,240,CA,ON
